"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"6002","#Belarus police arrest over 400 protesters; many are beaten https://t.co/PI2hNtfowO",FALSE,0,NA,2017-03-25 22:27:32,FALSE,NA,"845764112290398210",NA,"<a href=""http://jenkers.com/en"" rel=""nofollow"">Jenkers Eng Posting</a>","jenkers_en",0,FALSE,FALSE,NA,NA
"6003","RT @StefSimanowitz: Ironic but predictable. 'Freedom Day' - a day when #Belarus celebrates its freedom - is marred by repression &amp; violence…",FALSE,0,NA,2017-03-25 22:27:29,FALSE,NA,"845764101385150465",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gressplener",84,TRUE,FALSE,NA,NA
"6004","RT @LinkeviciusL: Condemn brutal oppressions against peaceful rally in #Minsk &amp;call BY authorities 2stop persecution of its people. Freedom…",FALSE,0,NA,2017-03-25 22:27:27,FALSE,NA,"845764089272045569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KoHOM_Hrvatska",67,TRUE,FALSE,NA,NA
"6005","RT @stasia_writes: #Belarus police units shamelessly used force against elderly &amp; women at today's afternoon protests. Heart is breaking to…",FALSE,0,NA,2017-03-25 22:27:15,FALSE,NA,"845764041846984705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eacrunden",25,TRUE,FALSE,NA,NA
"6006","RT @andersostlund: Police attack elderly man during protests in Belarus. 
Shows the moral level of the regime. 
#Belarus #Minsk #Lukashenko…",FALSE,0,NA,2017-03-25 22:27:15,FALSE,NA,"845764040966197248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KoHOM_Hrvatska",186,TRUE,FALSE,NA,NA
"6007","RT @fcnuns: USA's National Endowment for Democracy annual report 2015: almost $2 million to promote ""Democracy"" in #Belarus",FALSE,0,NA,2017-03-25 22:27:15,FALSE,NA,"845764039343034368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fcnuns",4,TRUE,FALSE,NA,NA
"6008","RT @AlexKokcharov: More photos from #FreedomDay #protest in #Minsk, #Belarus, today: 

 https://t.co/aVWWsBGo7t",FALSE,0,NA,2017-03-25 22:27:14,FALSE,NA,"845764037036138498",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evgeniyus86",74,TRUE,FALSE,NA,NA
"6009","RT @loogunda: #Minsk today https://t.co/3ulioPJj93",FALSE,0,NA,2017-03-25 22:27:11,FALSE,NA,"845764025170448390",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kveldulf7",258,TRUE,FALSE,NA,NA
"6010","RT @JulianRoepcke: Detained mothers in #Minsk ask police to let them go home to their children ...
#JustLikeRussia https://t.co/DEUbW2NBUS",FALSE,0,NA,2017-03-25 22:27:09,FALSE,NA,"845764015569690625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","winss7",49,TRUE,FALSE,NA,NA
"6011","Police hunts anarchists all around #Belarus
https://t.co/0aalOlpR8J #Freedomday",FALSE,0,NA,2017-03-25 22:26:56,FALSE,NA,"845763959428993024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ARautiainen",1,FALSE,FALSE,NA,NA
"6012","RT @shelomovskiy: #Minsk downtown crowd is getting bigger. Police urging them to disperse. Chants 'Freedom to prisoners' https://t.co/gZEk0…",FALSE,0,NA,2017-03-25 22:26:52,FALSE,NA,"845763942739853312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KoHOM_Hrvatska",58,TRUE,FALSE,NA,NA
"6013","RT @EuromaidanPress: Result of #FreedomDay demos in #Belarus:
Up to 1000 people;
35 journalists;
57 human rights activists were detained
ht…",FALSE,0,NA,2017-03-25 22:26:45,FALSE,NA,"845763914163875840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kiskabobnsw",57,TRUE,FALSE,NA,NA
"6014","| #Belarus had a large protest today. Is it the beginning of a movement, or the end? https://t.co/2sQqEO6BS7",FALSE,0,NA,2017-03-25 22:26:36,FALSE,NA,"845763875173777409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","albertoallen",0,FALSE,FALSE,NA,NA
"6015","#Lukashenko: #Belarus in the #Ukrainian version will not allow »E-news.su https://t.co/u9LowhBzFr",FALSE,2,NA,2017-03-25 22:26:32,FALSE,NA,"845763858769887232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","petejohn10",0,FALSE,FALSE,NA,NA
"6016","RT @LotteLeicht1: #Belarus crackdown: Hundreds of peaceful demonstrators detained in #Minsk today, including several journalists. https://t…",FALSE,0,NA,2017-03-25 22:26:21,FALSE,NA,"845763813672652800",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HeideRasche",23,TRUE,FALSE,NA,NA
"6017","RT @loogunda: #Minsk today https://t.co/3ulioPJj93",FALSE,0,NA,2017-03-25 22:26:14,FALSE,NA,"845763783750533120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hrap61",258,TRUE,FALSE,NA,NA
"6018","RT @JulianRoepcke: Detained mothers in #Minsk ask police to let them go home to their children ...
#JustLikeRussia https://t.co/DEUbW2NBUS",FALSE,0,NA,2017-03-25 22:26:14,FALSE,NA,"845763783171567616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tatysho",49,TRUE,FALSE,NA,NA
"6019","RT @loogunda: #Minsk today https://t.co/3ulioPJj93",FALSE,0,NA,2017-03-25 22:26:06,FALSE,NA,"845763750699433984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vsb2002",258,TRUE,FALSE,NA,NA
"6020","RT @HannaLiubakova: Please, pay attention to what happened in #Belarus today.Human rights defenders say more than 700 people were detained…",FALSE,0,NA,2017-03-25 22:25:42,FALSE,NA,"845763652313538560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Miznas2TRay0",641,TRUE,FALSE,NA,NA
"6021","RT @HannaLiubakova: Please, pay attention to what happened in #Belarus today.Human rights defenders say more than 700 people were detained…",FALSE,0,NA,2017-03-25 22:25:40,FALSE,NA,"845763643744681984",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","paulo0551",641,TRUE,FALSE,NA,NA
"6022","RT @DarthPutinKGB: A Soros-backed, CIA trained agent sent to foment regime change in #Belarus was arrested. https://t.co/HbDvjC8uXu",FALSE,0,NA,2017-03-25 22:25:39,FALSE,NA,"845763639625830405",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AliBerMer",226,TRUE,FALSE,NA,NA
"6023","RT @bel_fayette: <U+0427><U+0442><U+043E><U+0431><U+044B> <U+0432><U+0441><U+0435> <U+0432><U+0438><U+0434><U+0435><U+043B><U+0438> <U+0438> <U+0437><U+043D><U+0430><U+043B><U+0438>,<U+0447><U+0442><U+043E> <U+0441><U+0435><U+0433><U+043E><U+0434><U+043D><U+044F> <U+0432><U+044B><U+0448><U+043B><U+0438> <U+043E><U+0431><U+044B><U+0447><U+043D><U+044B><U+0435> <U+0433><U+0440><U+0430><U+0436><U+0434><U+0430><U+043D><U+0435> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0438> <U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>! #<U+0434><U+0435><U+043D><U+044C><U+0432><U+043E><U+043B><U+0438> #<U+0434><U+0437><U+0435><U+043D><U+044C><U+0432><U+043E><U+043B><U+0456> #25<U+0441><U+0430><U+043A><U+0430><U+0432><U+0456><U+043A><U+0430> #belarus…",FALSE,0,NA,2017-03-25 22:25:34,FALSE,NA,"845763618952110081",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LimyCream",54,TRUE,FALSE,NA,NA
"6024","RT @Ukropo4kA: Picture of the day: recalls Kyiv during Maidan.
via @belamova
#Belarus #protest https://t.co/CSDM3fCkad",FALSE,0,NA,2017-03-25 22:25:22,FALSE,NA,"845763567974518785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WBerchner",42,TRUE,FALSE,NA,NA
